-41, -62, -19, 10
-41, -64, -17, 9
-43, -55, -18, 10
-45, -66, -17, 9
-40, -58, -16, 10
-39, -48, -19, 10
-45, -58, -16, 9
-51, -48, -17, 13
-46, -58, -19, 14
-41, -63, -17, 10
-43, -55, -20, 11
-48, -65, -24, 13
-41, -57, -18, 11
-43, -55, -17, 11
-50, -57, -19, 9
-32, -50, -17, 9
-32, -49, -18, 10
-37, -48, -18, 9
-31, -57, -18, 8
-37, -62, -21, 11
-45, -57, -18, 8
-42, -66, -18, 7
-22, -62, -20, 8
-30, -50, -18, 9
-47, -57, -19, 10
-38, -56, -19, 10
-46, -56, -19, 12
-47, -61, -17, 11
-33, -63, -17, 9
-39, -61, -19, 11
-39, -56, -16, 10
-41, -61, -17, 10
-38, -55, -17, 10
-35, -48, -15, 10
-30, -51, -19, 10
-24, -53, -18, 7
-38, -64, -18, 8
-40, -59, -17, 10
-32, -52, -16, 9
-37, -51, -18, 10
-37, -47, -18, 8
-32, -45, -16, 8
-42, -49, -17, 11
-44, -51, -16, 10
-35, -41, -15, 9
-49, -52, -19, 12
-48, -62, -17, 13
-37, -56, -15, 8
-51, -49, -17, 9
-48, -51, -16, 11
-38, -66, -20, 10
-41, -52, -20, 11
-29, -49, -18, 10
-25, -60, -21, 10
-31, -44, -17, 9
-33, -46, -15, 9
-44, -61, -20, 11
-38, -57, -21, 10
-36, -59, -18, 9
-42, -67, -17, 8
-30, -53, -16, 8
-33, -45, -16, 7
-45, -51, -17, 10
-44, -57, -19, 12
-40, -60, -16, 8
-33, -58, -17, 7
-28, -54, -19, 9
-35, -46, -16, 9
-38, -50, -17, 7
-33, -55, -19, 8
-40, -52, -19, 10
-37, -50, -18, 6
-27, -54, -17, 7
-38, -63, -18, 12
-39, -58, -18, 8
-33, -54, -17, 9
-30, -66, -19, 10
-40, -56, -17, 8
-53, -49, -16, 12
-38, -62, -20, 11
-34, -59, -19, 8
-39, -63, -16, 10
-38, -58, -18, 10
-39, -51, -19, 10
-37, -62, -19, 9
-44, -56, -19, 9
-43, -58, -18, 10
-34, -68, -18, 8
-36, -52, -18, 9
-38, -40, -15, 11
-36, -60, -17, 9
-35, -60, -17, 10
-38, -47, -14, 11
-40, -57, -17, 9
-38, -58, -18, 9
-38, -52, -18, 7
-42, -55, -17, 9
-38, -63, -16, 9
-33, -57, -19, 8
-37, -49, -16, 10
-41, -57, -16, 8
-38, -51, -18, 8
-33, -50, -15, 9
-41, -55, -17, 10
-39, -47, -18, 9
-34, -53, -19, 9
-44, -62, -21, 10
-39, -55, -18, 11
-46, -51, -18, 13
-43, -58, -18, 9
-32, -64, -20, 9
-37, -49, -18, 10
-35, -49, -15, 9
